mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
2.16000009,"0 km NNW of P?hala, Hawaii",1668436157180,1668436356940,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73221232,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73221232&format=geojson,,,,,automatic,0,72,hv,73221232,",hv73221232,",",hv,",",origin,phase-data,",46.0,,0.140000001,84.0,md,earthquake,"M 2.2 - 0 km NNW of P?hala, Hawaii"
2.2,"5 km WSW of Fuig, Puerto Rico",1668435915920,1668438233840,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71382388,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71382388&format=geojson,,,,,reviewed,0,74,pr,71382388,",pr71382388,",",pr,",",origin,phase-data,",5.0,0.07616,0.08,194.0,md,earthquake,"M 2.2 - 5 km WSW of Fuig, Puerto Rico"
1.5,"67 km WNW of Happy Valley, Alaska",1668435769030,1668435907173,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em5d91j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em5d91j&format=geojson,,,,,automatic,0,35,ak,022em5d91j,",ak022em5d91j,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 1.5 - 67 km WNW of Happy Valley, Alaska"
0.37,"82 km NNW of Karluk, Alaska",1668435615070,1668473201420,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076453,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076453&format=geojson,,,,,reviewed,0,2,av,91076453,",av91076453,",",av,",",origin,phase-data,",8.0,,0.18,149.0,ml,earthquake,"M 0.4 - 82 km NNW of Karluk, Alaska"
3.12,"4 km SW of Fuig, Puerto Rico",1668435544810,1668437211040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71382383,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71382383&format=geojson,,,,,reviewed,0,150,pr,71382383,",us7000iplz,pr71382383,",",us,pr,",",origin,phase-data,",27.0,0.03836,0.22,185.0,md,earthquake,"M 3.1 - 4 km SW of Fuig, Puerto Rico"
2.9,"21 km NW of Stanton, Texas",1668435113427,1668968638040,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022wigo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022wigo&format=geojson,1.0,2.0,,,reviewed,0,130,tx,2022wigo,",us7000iplx,tx2022wigo,",",us,tx,",",dyfi,origin,phase-data,",38.0,0.04585723204,0.2,84.0,ml,earthquake,"M 2.9 - 21 km NW of Stanton, Texas"
4.4,"113 km SW of Hihifo, Tonga",1668435094247,1668968452040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000iply,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000iply&format=geojson,,,,,reviewed,0,298,us,7000iply,",us7000iply,",",us,",",origin,phase-data,",81.0,1.968,0.45,103.0,mb,earthquake,"M 4.4 - 113 km SW of Hihifo, Tonga"
4.3,Pacific-Antarctic Ridge,1668434912295,1668968053040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000iqp4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000iqp4&format=geojson,,,,,reviewed,0,284,us,7000iqp4,",us7000iqp4,",",us,",",origin,phase-data,",14.0,15.716,0.68,98.0,mb,earthquake,M 4.3 - Pacific-Antarctic Ridge
1.9,"37 km SE of Mina, Nevada",1668434392470,1668465514619,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00851238,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00851238&format=geojson,,,,,reviewed,0,56,nn,00851238,",nn00851238,",",nn,",",origin,phase-data,",19.0,0.118,0.1599,91.04,ml,earthquake,"M 1.9 - 37 km SE of Mina, Nevada"
1.23,"2 km ENE of Union City, Oklahoma",1668433953770,1668436830315,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022wify,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022wify&format=geojson,,,,,reviewed,0,23,ok,2022wify,",ok2022wify,",",ok,",",origin,phase-data,",16.0,0.009898057663,0.32,74.0,ml,earthquake,"M 1.2 - 2 km ENE of Union City, Oklahoma"
1.0,"31 km SE of Mina, Nevada",1668433690833,1668465498295,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00851237,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00851237&format=geojson,,,,,reviewed,0,15,nn,00851237,",nn00851237,",",nn,",",origin,phase-data,",13.0,0.084,0.127,141.72,ml,earthquake,"M 1.0 - 31 km SE of Mina, Nevada"
1.0,"82 km NNW of Karluk, Alaska",1668433557718,1668471213410,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em4wrkr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em4wrkr&format=geojson,,,,,automatic,0,15,ak,022em4wrkr,",av91715806,ak022em4wrkr,",",av,ak,",",origin,phase-data,",,,0.21,,ml,earthquake,"M 1.0 - 82 km NNW of Karluk, Alaska"
-0.47,"34 km E of Port Heiden, Alaska",1668433018120,1668471492810,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076443,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076443&format=geojson,,,,,reviewed,0,0,av,91076443,",av91076443,",",av,",",origin,phase-data,",4.0,,0.23,255.0,ml,earthquake,"M -0.5 - 34 km E of Port Heiden, Alaska"
2.25,"0 km W of P?hala, Hawaii",1668432838230,1668434770040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73221202,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73221202&format=geojson,,,,,automatic,0,78,hv,73221202,",us7000ipls,hv73221202,",",us,hv,",",origin,phase-data,",48.0,,0.129999995,81.0,ml,earthquake,"M 2.3 - 0 km W of P?hala, Hawaii"
1.3800000000000001,"23 km SSE of White Swan, Washington",1668432807660,1668962522640,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61894261,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61894261&format=geojson,,,,,reviewed,0,29,uw,61894261,",uw61894261,",",uw,",",origin,phase-data,",7.0,0.1308,0.22,181.0,ml,earthquake,"M 1.4 - 23 km SSE of White Swan, Washington"
4.6,"near the west coast of Honshu, Japan",1668432478983,1668967279040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000iplv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000iplv&format=geojson,1.0,2.2,,,reviewed,0,326,us,7000iplv,",us7000iplv,",",us,",",dyfi,origin,phase-data,",70.0,1.129,0.53,88.0,mb,earthquake,"M 4.6 - near the west coast of Honshu, Japan"
2.4,"56 km NW of Toyah, Texas",1668431683842,1668538966249,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022wier,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022wier&format=geojson,,,,,reviewed,0,89,tx,2022wier,",tx2022wier,",",tx,",",origin,phase-data,",40.0,0.02532006613,0.2,54.0,ml,earthquake,"M 2.4 - 56 km NW of Toyah, Texas"
1.8,"36 km SE of Mina, Nevada",1668431186691,1668464740146,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00851234,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00851234&format=geojson,,,,,reviewed,0,50,nn,00851234,",nn00851234,",",nn,",",origin,phase-data,",18.0,0.121,0.1742,90.68,ml,earthquake,"M 1.8 - 36 km SE of Mina, Nevada"
1.5,"84 km NNW of Karluk, Alaska",1668430394093,1668470584030,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em4cyc1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em4cyc1&format=geojson,,,,,automatic,0,35,ak,022em4cyc1,",av91715801,ak022em4cyc1,",",av,ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 1.5 - 84 km NNW of Karluk, Alaska"
0.04,"35 km NNE of Amboy, Washington",1668429966940,1668452688930,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61894256,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61894256&format=geojson,,,,,reviewed,0,0,uw,61894256,",uw61894256,",",uw,",",origin,phase-data,",8.0,0.03496,0.13,95.0,ml,earthquake,"M 0.0 - 35 km NNE of Amboy, Washington"
1.77,Puerto Rico region,1668429929820,1668433096950,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71382358,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71382358&format=geojson,,,,,reviewed,0,48,pr,71382358,",pr71382358,",",pr,",",origin,phase-data,",5.0,0.07688,0.08,209.0,md,earthquake,M 1.8 - Puerto Rico region
4.9,south of the Fiji Islands,1668429564481,1669012366040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ipln,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ipln&format=geojson,,,,,reviewed,0,369,us,7000ipln,",us7000ipln,",",us,",",origin,phase-data,",45.0,7.498,0.5,79.0,mb,earthquake,M 4.9 - south of the Fiji Islands
0.58,"85 km ENE of Ugashik, Alaska",1668429542410,1668470840330,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076438,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076438&format=geojson,,,,,reviewed,0,5,av,91076438,",av91076438,",",av,",",origin,phase-data,",4.0,,0.04,308.0,ml,earthquake,"M 0.6 - 85 km ENE of Ugashik, Alaska"
1.15,"2km N of Leona Valley, CA",1668429367040,1668452948849,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132255,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132255&format=geojson,,,,,reviewed,0,20,ci,40132255,",ci40132255,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.05327,0.1,127.0,ml,earthquake,"M 1.2 - 2km N of Leona Valley, CA"
1.9,"40 km N of Karluk, Alaska",1668429283546,1668429400439,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em48y02,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em48y02&format=geojson,,,,,automatic,0,56,ak,022em48y02,",ak022em48y02,",",ak,",",origin,phase-data,",,,0.22,,ml,earthquake,"M 1.9 - 40 km N of Karluk, Alaska"
1.8,,1668429130537,1668470388160,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em48g0t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em48g0t&format=geojson,,,,,automatic,0,50,ak,022em48g0t,",av91715791,ak022em48g0t,",",av,ak,",",origin,phase-data,",,,0.76,,ml,earthquake,M 1.8 - 
0.37,"9km NW of The Geysers, CA",1668429118190,1668432490357,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73804990,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73804990&format=geojson,,,,,automatic,0,2,nc,73804990,",nc73804990,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.004154,0.04,113.0,md,earthquake,"M 0.4 - 9km NW of The Geysers, CA"
1.6,"31 km SE of Mina, Nevada",1668429112048,1668463428948,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00851231,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00851231&format=geojson,,,,,reviewed,0,39,nn,00851231,",nn00851231,",",nn,",",origin,phase-data,",22.0,0.047,0.1265,78.29,ml,earthquake,"M 1.6 - 31 km SE of Mina, Nevada"
0.62,"10km NW of The Geysers, CA",1668428869070,1668430931201,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73804985,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73804985&format=geojson,,,,,automatic,0,6,nc,73804985,",nc73804985,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.002643,0.02,114.0,md,earthquake,"M 0.6 - 10km NW of The Geysers, CA"
0.1,"5 km ENE of Indian Hills, Nevada",1668428842753,1668537890022,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00851324,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00851324&format=geojson,,,,,reviewed,0,0,nn,00851324,",nn00851324,",",nn,",",origin,phase-data,",6.0,0.037,0.1591,112.0,ml,earthquake,"M 0.1 - 5 km ENE of Indian Hills, Nevada"
1.53,"Unimak Island region, Alaska",1668428510950,1668474391240,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076458,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076458&format=geojson,,,,,reviewed,0,36,av,91076458,",av91076458,",",av,",",origin,phase-data,",5.0,,0.07,191.0,ml,earthquake,"M 1.5 - Unimak Island region, Alaska"
1.90999997,"3 km SSW of P?hala, Hawaii",1668428347770,1668428543370,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73221142,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73221142&format=geojson,,,,,automatic,0,56,hv,73221142,",hv73221142,",",hv,",",origin,phase-data,",41.0,,0.129999995,91.0,md,earthquake,"M 1.9 - 3 km SSW of P?hala, Hawaii"
2.3,"4 km WSW of Guánica, Puerto Rico",1668428216970,1668431924210,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71382343,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71382343&format=geojson,,,,,reviewed,0,81,pr,71382343,",pr71382343,",",pr,",",origin,phase-data,",10.0,0.06993,0.15,210.0,md,earthquake,"M 2.3 - 4 km WSW of Guánica, Puerto Rico"
0.77,"4km S of Redlands, CA",1668427863860,1668452789718,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132247,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132247&format=geojson,,,,,reviewed,0,9,ci,40132247,",ci40132247,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.05636,0.14,91.0,ml,earthquake,"M 0.8 - 4km S of Redlands, CA"
0.38,"18km ESE of Anza, CA",1668426623310,1668452520596,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132239,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132239&format=geojson,,,,,reviewed,0,2,ci,40132239,",ci40132239,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.07552,0.11,95.0,ml,earthquake,"M 0.4 - 18km ESE of Anza, CA"
3.46,"5 km WSW of Guánica, Puerto Rico",1668426567840,1668931163040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022318003,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2022318003&format=geojson,,,,,reviewed,0,184,pr,2022318003,",us7000iplj,pr2022318003,",",us,pr,",",origin,phase-data,",20.0,0.0797,0.1,208.0,md,earthquake,"M 3.5 - 5 km WSW of Guánica, Puerto Rico"
3.6,"5 km WSW of Guánica, Puerto Rico",1668426409050,1668931217112,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022318002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2022318002&format=geojson,5.0,3.1,2.958,,reviewed,0,201,pr,2022318002,",us7000ipli,pr2022318002,",",us,pr,",",dyfi,origin,phase-data,shakemap,",22.0,0.0789,0.12,208.0,md,earthquake,"M 3.6 - 5 km WSW of Guánica, Puerto Rico"
1.87,"5 km SW of Volcano, Hawaii",1668425614430,1668425945770,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73221097,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73221097&format=geojson,,,,,automatic,0,54,hv,73221097,",hv73221097,",",hv,",",origin,phase-data,",17.0,,0.159999996,49.0,ml,earthquake,"M 1.9 - 5 km SW of Volcano, Hawaii"
1.25,"8km SSW of Frazier Park, CA",1668425284400,1668435025602,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132231,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132231&format=geojson,,,,,reviewed,0,24,ci,40132231,",ci40132231,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.02613,0.18,84.0,ml,earthquake,"M 1.3 - 8km SSW of Frazier Park, CA"
0.2,"10 km E of Floriston, California",1668425048889,1668444942143,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00851247,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00851247&format=geojson,,,,,reviewed,0,1,nn,00851247,",nn00851247,",",nn,",",origin,phase-data,",11.0,0.12,0.1255,67.73,ml,earthquake,"M 0.2 - 10 km E of Floriston, California"
0.0,Alaska Peninsula,1668424933640,1668469936320,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076433,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076433&format=geojson,,,,,reviewed,0,0,av,91076433,",av91076433,",",av,",",origin,phase-data,",6.0,,0.12,124.0,ml,earthquake,M 0.0 - Alaska Peninsula
0.86,"9km WNW of Cobb, CA",1668424839770,1668426910805,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73804975,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73804975&format=geojson,,,,,automatic,0,11,nc,73804975,",nc73804975,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.007171,0.02,110.0,md,earthquake,"M 0.9 - 9km WNW of Cobb, CA"
0.4,"10km S of Idyllwild, CA",1668424284560,1668435028004,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132223,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132223&format=geojson,,,,,reviewed,0,2,ci,40132223,",ci40132223,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.06196,0.07,104.0,ml,earthquake,"M 0.4 - 10km S of Idyllwild, CA"
2.03,"12 km W of Adjuntas, Puerto Rico",1668424210700,1668426138930,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71382308,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71382308&format=geojson,,,,,reviewed,0,63,pr,71382308,",pr71382308,",",pr,",",origin,phase-data,",8.0,0.1281,0.25,141.0,md,earthquake,"M 2.0 - 12 km W of Adjuntas, Puerto Rico"
1.23,"7 km SW of Corinne, Utah",1668424078640,1668438741000,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60524942,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60524942&format=geojson,,,,,reviewed,0,23,uu,60524942,",uu60524942,",",uu,",",origin,phase-data,",20.0,0.09664,0.12,66.0,md,earthquake,"M 1.2 - 7 km SW of Corinne, Utah"
2.02,"7 km WSW of Minco, Oklahoma",1668423712469,1668432729446,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022wiah,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022wiah&format=geojson,,,,,reviewed,0,63,ok,2022wiah,",ok2022wiah,",",ok,",",origin,phase-data,",92.0,0.08728287212,0.28,59.0,ml,earthquake,"M 2.0 - 7 km WSW of Minco, Oklahoma"
0.64,"2km N of The Geysers, CA",1668422219990,1668424870605,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73804970,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73804970&format=geojson,,,,,automatic,0,6,nc,73804970,",nc73804970,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.01904,0.02,97.0,md,earthquake,"M 0.6 - 2km N of The Geysers, CA"
1.8,"4 km SSW of Port Lions, Alaska",1668421696377,1668421846292,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em30qed,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em30qed&format=geojson,,,,,automatic,0,50,ak,022em30qed,",ak022em30qed,",",ak,",",origin,phase-data,",,,0.65,,ml,earthquake,"M 1.8 - 4 km SSW of Port Lions, Alaska"
1.47,"25km SW of Los Banos, CA",1668421203340,1668463270430,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73804965,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73804965&format=geojson,,,,,reviewed,0,33,nc,73804965,",nc73804965,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",37.0,0.1125,0.11,86.0,md,earthquake,"M 1.5 - 25km SW of Los Banos, CA"
1.8,"69 km ENE of Pedro Bay, Alaska",1668420155261,1668420415118,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em2v78m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em2v78m&format=geojson,,,,,automatic,0,50,ak,022em2v78m,",ak022em2v78m,",",ak,",",origin,phase-data,",,,0.32,,ml,earthquake,"M 1.8 - 69 km ENE of Pedro Bay, Alaska"
1.5,"41 km WSW of Petersville, Alaska",1668419464689,1668419567595,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em2k7d0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em2k7d0&format=geojson,,,,,automatic,0,35,ak,022em2k7d0,",ak022em2k7d0,",",ak,",",origin,phase-data,",,,0.26,,ml,earthquake,"M 1.5 - 41 km WSW of Petersville, Alaska"
1.6,"67 km ESE of Denali Park, Alaska",1668418900169,1668419088167,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em2i52y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em2i52y&format=geojson,,,,,automatic,0,39,ak,022em2i52y,",ak022em2i52y,",",ak,",",origin,phase-data,",,,0.58,,ml,earthquake,"M 1.6 - 67 km ESE of Denali Park, Alaska"
3.11,"27 km NW of San Antonio, Puerto Rico",1668417942540,1668420281890,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71382288,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71382288&format=geojson,,,,,reviewed,0,149,pr,71382288,",pr71382288,",",pr,",",origin,phase-data,",18.0,0.2513,0.2,250.0,md,earthquake,"M 3.1 - 27 km NW of San Antonio, Puerto Rico"
3.41,"10 km N of Punta Cana, Dominican Republic",1668417654600,1668419486620,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71382283,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71382283&format=geojson,,,,,reviewed,0,179,pr,71382283,",pr71382283,",",pr,",",origin,phase-data,",11.0,0.1592,0.35,150.0,md,earthquake,"M 3.4 - 10 km N of Punta Cana, Dominican Republic"
1.9,California-Nevada border region,1668417186904,1668537516325,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00851323,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00851323&format=geojson,,,,,reviewed,0,56,nn,00851323,",nn00851323,",",nn,",",origin,phase-data,",13.0,0.427,0.1318,114.89,ml,earthquake,M 1.9 - California-Nevada border region
-0.17,"66 km ENE of Pedro Bay, Alaska",1668416465130,1668468986570,,https://earthquake.usgs.gov/earthquakes/eventpage/av91715751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91715751&format=geojson,,,,,reviewed,0,0,av,91715751,",av91715751,",",av,",",origin,phase-data,",5.0,,0.26,220.0,ml,earthquake,"M -0.2 - 66 km ENE of Pedro Bay, Alaska"
2.19,"3 km S of Volcano, Hawaii",1668415849360,1668458225675,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73220992,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73220992&format=geojson,3.0,3.4,,,reviewed,0,75,hv,73220992,",hv73220992,",",hv,",",dyfi,origin,phase-data,",29.0,,0.1,45.0,ml,earthquake,"M 2.2 - 3 km S of Volcano, Hawaii"
1.0,"3 km WNW of Walker, California",1668414990524,1668536401609,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00851322,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00851322&format=geojson,,,,,reviewed,0,15,nn,00851322,",nn00851322,",",nn,",",origin,phase-data,",9.0,0.056,0.1262,122.09,ml,earthquake,"M 1.0 - 3 km WNW of Walker, California"
0.5,"6km WNW of The Geysers, CA",1668414174070,1668418692019,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73804955,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73804955&format=geojson,,,,,automatic,0,4,nc,73804955,",nc73804955,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.007312,0.02,72.0,md,earthquake,"M 0.5 - 6km WNW of The Geysers, CA"
1.89,"27 km E of Honaunau-Napoopoo, Hawaii",1668413789250,1668460754070,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73220962,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73220962&format=geojson,,,,,reviewed,0,55,hv,73220962,",hv73220962,",",hv,",",origin,phase-data,",9.0,,0.1,129.0,ml,earthquake,"M 1.9 - 27 km E of Honaunau-Napoopoo, Hawaii"
6.1,"84 km SSE of Toba, Japan",1668413306942,1669231830977,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ipkm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ipkm&format=geojson,70.0,4.3,3.191,green,reviewed,0,603,us,7000ipkm,",us7000ipkm,usauto7000ipkm,pt22318001,",",us,usauto,pt,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",147.0,1.164,0.62,29.0,mww,earthquake,"M 6.1 - 84 km SSE of Toba, Japan"
1.6,"72 km ESE of Denali National Park, Alaska",1668412951401,1668413087540,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em1obqc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em1obqc&format=geojson,,,,,automatic,0,39,ak,022em1obqc,",ak022em1obqc,",",ak,",",origin,phase-data,",,,1.21,,ml,earthquake,"M 1.6 - 72 km ESE of Denali National Park, Alaska"
1.5,"50 km W of Anchor Point, Alaska",1668412754155,1669870411300,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em1f2lz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em1f2lz&format=geojson,,,,,reviewed,0,35,ak,022em1f2lz,",ak022em1f2lz,",",ak,",",origin,phase-data,",,,0.34,,ml,earthquake,"M 1.5 - 50 km W of Anchor Point, Alaska"
-0.2,Nevada,1668412708876,1668473185356,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00851279,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00851279&format=geojson,,,,,reviewed,0,0,nn,00851279,",nn00851279,",",nn,",",origin,phase-data,",8.0,0.093,0.166,202.53,ml,earthquake,M -0.2 - Nevada
1.5,"41 km W of Kalifornsky, Alaska",1668412476987,1669870411106,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em1e1si,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em1e1si&format=geojson,,,,,reviewed,0,35,ak,022em1e1si,",ak022em1e1si,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 1.5 - 41 km W of Kalifornsky, Alaska"
1.4,"45 km SSE of Glacier View, Alaska",1668412258439,1669870410914,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em1d8kz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em1d8kz&format=geojson,,,,,reviewed,0,30,ak,022em1d8kz,",ak022em1d8kz,",",ak,",",origin,phase-data,",,,0.43,,ml,earthquake,"M 1.4 - 45 km SSE of Glacier View, Alaska"
4.2,"46 km SSE of Jurm, Afghanistan",1668411690058,1668426691040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ipkk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ipkk&format=geojson,,,,,reviewed,0,271,us,7000ipkk,",us7000ipkk,",",us,",",origin,phase-data,",24.0,0.741,0.34,103.0,mb,earthquake,"M 4.2 - 46 km SSE of Jurm, Afghanistan"
